Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Spatial Accuracy,Latitude,Last Uploaded,Location,Socrata ID
NW1 2HP,NW1  2HP,NW1 2HP,Jan-80,0,529366,182666,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136506,Postcode Level,51.528095,01/04/2018 09:47,"(51.528095, -0.136506)",1117318
NW1 2HR,NW1  2HR,NW1 2HR,Jan-80,0,529342,182608,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136873,Postcode Level,51.527579,01/04/2018 09:47,"(51.527579, -0.136873)",1117319
NW1 2HS,NW1  2HS,NW1 2HS,Jan-80,1,529587,182735,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133296,Postcode Level,51.528664,01/04/2018 09:47,"(51.528664, -0.133296)",1117320
NW1 2HT,NW1  2HT,NW1 2HT,Mar-83,0,529352,182593,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136734,Postcode Level,51.527442,01/04/2018 09:47,"(51.527442, -0.136734)",1117321
NW1 2HW,NW1  2HW,NW1 2HW,Jan-80,0,529336,182577,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136945,Postcode Level,51.527304,01/04/2018 09:47,"(51.527304, -0.136945)",1117322
NW1 2HX,NW1  2HX,NW1 2HX,Jun-96,1,529407,182472,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135986,Postcode Level,51.526342,01/04/2018 09:47,"(51.526342, -0.135986)",1117323
NW1 2JA,NW1  2JA,NW1 2JA,Jan-80,0,529193,183359,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.138744,Postcode Level,51.534362,01/04/2018 09:47,"(51.534362, -0.138744)",1117324
NW1 2JE,NW1  2JE,NW1 2JE,Jan-80,0,529183,183324,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.138901,Postcode Level,51.53405,01/04/2018 09:47,"(51.53405, -0.138901)",1117325
NW1 2JH,NW1  2JH,NW1 2JH,Jan-80,0,529222,183260,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.138363,Postcode Level,51.533466,01/04/2018 09:47,"(51.533466, -0.138363)",1117326
NW1 2JJ,NW1  2JJ,NW1 2JJ,Jan-80,0,529245,183220,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.138046,Postcode Level,51.533101,01/04/2018 09:47,"(51.533101, -0.138046)",1117327
NW1 2JL,NW1  2JL,NW1 2JL,Jan-80,0,529199,183130,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138742,Postcode Level,51.532303,01/04/2018 09:47,"(51.532303, -0.138742)",1117328
NW1 2JN,NW1  2JN,NW1 2JN,Jan-80,0,529259,183140,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137874,Postcode Level,51.532379,01/04/2018 09:47,"(51.532379, -0.137874)",1117329
NW1 2JP,NW1  2JP,NW1 2JP,Jan-80,0,529213,183072,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138561,Postcode Level,51.531778,01/04/2018 09:47,"(51.531778, -0.138561)",1117330
NW1 2JR,NW1  2JR,NW1 2JR,Jan-80,0,529339,183046,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136755,Postcode Level,51.531516,01/04/2018 09:47,"(51.531516, -0.136755)",1117331
NW1 2JS,NW1  2JS,NW1 2JS,Jan-80,0,529365,183013,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136393,Postcode Level,51.531213,01/04/2018 09:47,"(51.531213, -0.136393)",1117332
NW1 2JT,NW1  2JT,NW1 2JT,Jan-80,0,529398,183020,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135915,Postcode Level,51.531269,01/04/2018 09:47,"(51.531269, -0.135915)",1117333
NW1 2JU,NW1  2JU,NW1 2JU,Jan-80,0,529286,183170,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137474,Postcode Level,51.532642,01/04/2018 09:47,"(51.532642, -0.137474)",1117334
NW1 2JX,NW1  2JX,NW1 2JX,Jan-80,0,529374,183056,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136247,Postcode Level,51.531598,01/04/2018 09:47,"(51.531598, -0.136247)",1117335
NW1 2JY,NW1  2JY,NW1 2JY,Jan-80,0,529350,183091,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13658,Postcode Level,51.531918,01/04/2018 09:47,"(51.531918, -0.13658)",1117336
NW1 2LA,NW1  2LA,NW1 2LA,Jan-80,0,529304,183115,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000954,,E02000187,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137234,Postcode Level,51.532144,01/04/2018 09:47,"(51.532144, -0.137234)",1117337
NW1 2LR,NW1  2LR,NW1 2LR,May-06,0,529279,182838,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137696,Postcode Level,51.52966,01/04/2018 09:47,"(51.52966, -0.137696)",1117338
NW1 2LS,NW1  2LS,NW1 2LS,Jan-80,0,529245,182683,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138243,Postcode Level,51.528275,01/04/2018 09:47,"(51.528275, -0.138243)",1117339
NW1 2LU,NW1  2LU,NW1 2LU,Jan-80,1,529408,182421,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135991,Postcode Level,51.525883,01/04/2018 09:47,"(51.525883, -0.135991)",1117340
NW1 2LW,NW1  2LW,NW1 2LW,Mar-88,1,529424,182623,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135686,Postcode Level,51.527695,01/04/2018 09:47,"(51.527695, -0.135686)",1117341
NW1 2LY,NW1  2LY,NW1 2LY,Jan-80,0,529295,182576,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137562,Postcode Level,51.527302,01/04/2018 09:47,"(51.527302, -0.137562)",1117342
NW1 2NB,NW1  2NB,NW1 2NB,Jan-80,0,529335,182519,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137006,Postcode Level,51.526781,01/04/2018 09:47,"(51.526781, -0.137006)",1117343
NW1 2ND,NW1  2ND,NW1 2ND,Jan-80,0,529377,182465,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136421,Postcode Level,51.526286,01/04/2018 09:47,"(51.526286, -0.136421)",1117344
NW1 2NG,NW1  2NG,NW1 2NG,Jan-80,0,529408,182421,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135991,Postcode Level,51.525883,01/04/2018 09:47,"(51.525883, -0.135991)",1117345
NW1 2NJ,NW1  2NJ,NW1 2NJ,Jan-80,0,529321,182480,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137222,Postcode Level,51.526433,01/04/2018 09:47,"(51.526433, -0.137222)",1117346
NW1 2NN,NW1  2NN,NW1 2NN,Jul-83,0,529240,182611,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138341,Postcode Level,51.527629,01/04/2018 09:47,"(51.527629, -0.138341)",1117347
NW1 2NQ,NW1  2NQ,NW1 2NQ,Apr-86,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1117348
NW1 2NR,NW1  2NR,NW1 2NR,Jan-80,0,529274,182551,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137873,Postcode Level,51.527082,01/04/2018 09:47,"(51.527082, -0.137873)",1117349
NW1 2NT,NW1  2NT,NW1 2NT,Jan-80,0,529240,182519,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138375,Postcode Level,51.526802,01/04/2018 09:47,"(51.526802, -0.138375)",1117350
NW1 2NU,NW1  2NU,NW1 2NU,Jul-10,0,529245,182504,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138309,Postcode Level,51.526667,01/04/2018 09:47,"(51.526667, -0.138309)",1117351
NW1 2PA,NW1  2PA,NW1 2PA,Jan-80,0,529269,182516,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137958,Postcode Level,51.526769,01/04/2018 09:47,"(51.526769, -0.137958)",1117352
NW1 2PB,NW1  2PB,NW1 2PB,Jan-80,0,529284,182496,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13775,Postcode Level,51.526586,01/04/2018 09:47,"(51.526586, -0.13775)",1117353
NW1 2PE,NW1  2PE,NW1 2PE,Mar-83,0,529306,182467,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000946,,E02000186,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137443,Postcode Level,51.52632,01/04/2018 09:47,"(51.52632, -0.137443)",1117354
NW1 2PG,NW1  2PG,NW1 2PG,Aug-04,0,529310,182402,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000946,,E02000186,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137409,Postcode Level,51.525735,01/04/2018 09:47,"(51.525735, -0.137409)",1117355
NW1 2PL,NW1  2PL,NW1 2PL,Feb-90,0,529191,182517,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000946,,E02000186,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.139082,Postcode Level,51.526796,01/04/2018 09:47,"(51.526796, -0.139082)",1117356
NW1 2PR,NW1  2PR,NW1 2PR,Oct-84,0,529265,182464,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000946,,E02000186,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138035,Postcode Level,51.526302,01/04/2018 09:47,"(51.526302, -0.138035)",1117357
NW1 2PT,NW1  2PT,NW1 2PT,Jan-80,0,529225,182954,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138406,Postcode Level,51.530717,01/04/2018 09:47,"(51.530717, -0.138406)",1117358
NW1 2PX,NW1  2PX,NW1 2PX,Mar-83,0,529240,182473,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000946,,E02000186,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138392,Postcode Level,51.526389,01/04/2018 09:47,"(51.526389, -0.138392)",1117359
NW1 2PY,NW1  2PY,NW1 2PY,Mar-83,0,529240,182473,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000946,,E02000186,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138392,Postcode Level,51.526389,01/04/2018 09:47,"(51.526389, -0.138392)",1117360
NW1 2QE,NW1  2QE,NW1 2QE,Dec-97,0,530080,182741,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000141,King's Cross,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000942,,E02000190,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.126191,Postcode Level,51.528605,01/04/2018 09:47,"(51.528605, -0.126191)",1117361
NW1 2QS,NW1  2QS,NW1 2QS,Jan-80,0,530079,182769,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000141,King's Cross,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000942,,E02000190,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.126195,Postcode Level,51.528857,01/04/2018 09:47,"(51.528857, -0.126195)",1117362
NW1 2RA,NW1  2RA,NW1 2RA,Jan-80,0,530015,182732,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000141,King's Cross,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000942,,E02000190,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.127131,Postcode Level,51.528539,01/04/2018 09:47,"(51.528539, -0.127131)",1117363
NW1 2RS,NW1  2RS,NW1 2RS,Jan-91,0,529413,182981,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135713,Postcode Level,51.530915,01/04/2018 09:47,"(51.530915, -0.135713)",1117364
NW1 2RT,NW1  2RT,NW1 2RT,Dec-98,1,529587,182735,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.133296,Postcode Level,51.528664,01/04/2018 09:47,"(51.528664, -0.133296)",1117365
